Timestamp,Sejak kapan Anda mengikuti JKT48 dan/atau menjadi fans JKT48? ,Gender,Usia,"Berdasarkan tempat tinggal Anda, manakah yang paling tepat mendeskripsikan Anda?",Apa status Anda saat ini?,Apakah Anda sudah pernah melakukan pembelian produk JKT48? ,Media sosial apa yang secara aktif Anda gunakan untuk menjalankan aktivitas sebagai fans JKT48 (idoling)?,Apa alasan yang men-trigger Anda untuk menjadi atau kembali menjadi fans JKT48 pasca-restrukturisasi? (Alasan menjadi fans JKT48),"Secara rata-rata, berapa uang yang Anda habiskan dalam sebulan untuk idoling?",Dari produk di bawah manakah yang pernah Anda beli?,"Dari pilihan di bawah ini, manakah sumber yang menginfluence Anda untuk menjadi Fans JKT48?",Jika Anda menjawab Streamer sebagai sumber awareness dan sumber influence Anda untuk menjadi fans JKT48. siapakah Streamer yang paling menginfluence Anda dan alasannya?,,,,,,,,,,,,,,,
12/29/2023 10:42:51,tahun 2021,Laki-Laki,20-25 tahun,Fans near,Bekerja,Iya,Twitter,"Menarik, member bertalenta, sedang membutuhkan semangat",Rp 500.000 - 1.000.000,"Theater, Tiket Konser, Tiket event off-air atau on-air",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 10:43:02,tahun 2021,Perempuan,10-15 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Dari clip showroom member JKT48 (Adel dan Olla) pada tanggal 19-04-21 yang muncul di fyp tiktok saya, saya merasa mereka sangat lucu ketika menjawab komen pertanyaan soal matematika dengan jawaban pahlawan yang akan membentuk suatu kuadrat, bumi dikikis jadi trapesium, nobita menjadi member JKT48 dan sizuka menjadi jot. Dari situ saya mulai mencari tau mengenai JKT48 dan bertemh dengan showroom ondel show 74 mari berobat yang membuat saya semakin menyukai JKT48. Terlebih lagi setelah menonton clip clip mengenai jmt48 yang membuat saya bahagia hingga saat ini walaupun sudah b word. Sekian perjalanan awal mula saya suka JKT48 ",< Rp 500.000,"Streaming Theater, Tiket Konser",Konten Tiktok Terkait JKT48,"Palpalepalpale huyahh, clip sorum terbaikkk",,,,,,,,,,,,,,,
12/29/2023 10:43:08,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Konten tiktok clip theater, clip streamer, dan twitter",Rp 500.000 - 1.000.000,"Streaming Theater, Merchandise Lainnya",Konten Clip Theater JKT48,"DeanKT, Crispy Cendy, Windah Basudara",,,,,,,,,,,,,,,
12/29/2023 10:43:18,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,"Dulu pernah ngefans, tapi vakum sejak 2016, alasan kembali ngidol lagi sih yang pertama karena putus cinta😢 gatau mau ngapain akhirnya comeback ke hobi ",Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Lainnya,,,,,,,,,,,,,,,,
12/29/2023 10:43:45,tahun 2022,Laki-Laki,26-30 tahun,Fans near,Bekerja,Iya,Twitter,"JKT48 menawarkan hal baru pasca-restrukturisasi dengan konsep yang berbeda, terutama pada single flying high. Ditambah faktor ada teman yang memperkenalkan hal tsb lebih jauh. Ini ""memanggil"" jiwa idol saya yang telah lama terpendam lama.",Rp 500.000 - 1.000.000,"Theater, Streaming Theater, Video Call with JKT48, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air",Lainnya,,,,,,,,,,,,,,,,
12/29/2023 10:44:07,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,"Sejak 2021 masih dalam keadaan pandemi dimana kita menghabiskan seluruh kegiatan di rumah, nah karena dulu sempat jadi fans dan iseng ngikutin lagi JKT48 karena pesona salah satu member diikuti pengumuman restrukturisasi. ",< Rp 500.000,"Streaming Theater, Video Call with JKT48, Meet and Greet, Tiket event off-air atau on-air",JKT48 Tour 2022 & 2023,,,,,,,,,,,,,,,,
12/29/2023 10:44:16,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,"Grad member gen 1, Gaby dan Celetukan eve dan ariel di theater",< Rp 500.000,"Streaming Theater, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,tidak ada,,,,,,,,,,,,,,,
12/29/2023 10:45:17,tahun 2023,Laki-Laki,20-25 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,"Awalnya penasaran dari FYP clip teater jkt48 di tiktok, dan keterusan sampai kemudian menjadi tertarik.",Rp 500.000 - 1.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Clip Theater JKT48,-,,,,,,,,,,,,,,,
12/29/2023 10:45:22,tahun 2021,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Twitter,seringnya potongan2 video dari showroom ataupun show di media sosial ,< Rp 500.000,Streaming Theater,Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 10:45:51,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,FREYA ,< Rp 500.000,"Meet and Greet, Tiket event off-air atau on-air, Merchandise Lainnya",Meme Freya,Windah,,,,,,,,,,,,,,,
12/29/2023 10:45:57,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Youtube,Karena jkt48 kayak seru aja kalo diikutin,Rp 500.000 - 1.000.000,"Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Streamer,Deankt dan Robby S putra karena mereka sih jadi tertarik dengan jeketian ini,,,,,,,,,,,,,,,
12/29/2023 10:45:59,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,Habis putus sama pacar,< Rp 500.000,Merchandise Lainnya,Meme Freya,,,,,,,,,,,,,,,,
12/29/2023 10:46:02,tahun 2021,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Tiktok,"Di karenakan semua member jkt48 membuat saya tidak merasa kesepian, dan bisa mendapat beberapa pelajaran dan pengalaman dari mereka",< Rp 500.000,"Meet and Greet, Tiket Konser, Tiket event off-air atau on-air",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 10:46:13,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,lingkungan disekitar,< Rp 500.000,"Streaming Theater, Birthday T-shirt, Tiket event off-air atau on-air",JKT48 Tour 2022 & 2023,,,,,,,,,,,,,,,,
12/29/2023 10:46:20,tahun 2021,Laki-Laki,26-30 tahun,Fans near,Bekerja,Iya,Twitter,Menemukan lagu yang menarik,Rp 500.000 - 1.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser",Lainnya,,,,,,,,,,,,,,,,
12/29/2023 10:47:01,tahun 2022,Perempuan,20-25 tahun,Fans near,Bekerja,Iya,Twitter,merasa bahwa mereka membawa aura positif vibes jd kebawa juga ,< Rp 500.000,"Theater, Streaming Theater, Meet and Greet, Birthday T-shirt",Zee x Erigo New York,,,,,,,,,,,,,,,,
12/29/2023 10:47:02,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Tidak,Tiktok,Banyak hal random/lucu dari gimmick mamber lewat di fyp terutama dari Christy dan Chelsea ,< Rp 500.000,Tiket Konser,Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 10:47:23,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,alasannya yaitu dengan saya mengenal JKT48 banyak hal positif yang saya dapatkan seperti hidup nggak kosong kosong amat dan lain sebagainya,< Rp 500.000,"Streaming Theater, Birthday T-shirt",Konten Tiktok Terkait JKT48,.,,,,,,,,,,,,,,,
12/29/2023 10:48:07,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Tiktok,"Lagu yang relate terhadap keadaan dan ingin melakukan apa yang tidak bisa dilakukan saat menjadi fans JKT48 awal tahun 2012 (theater, konser, official fans club)",Rp 500.000 - 1.000.000,"Theater, Tiket Konser, Merchandise Lainnya",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 10:49:14,tahun 2021,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,gada sistem tim yg bikin banyak persaingan kurang sehat antar member ,Rp 500.000 - 1.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Instagram post terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 10:49:16,tahun 2021,Perempuan,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,karena suka sama interaksi mereka kepada fans dan event yang terdapat di jkt48 lumayan seru dan unik untuk saya yang dulunya kpopers,< Rp 500.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Merchandise Lainnya",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 10:49:50,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,Mencari kebahagiaan,< Rp 500.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 10:49:53,tahun 2022,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,"Penampilan dan lagu serta member dari JKT48 itu sendiri mulai dari kepribadian, penampilan dll",Rp 1.500.001 - 2.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Twitter terkait JKT48,Windah Basudara,,,,,,,,,,,,,,,
12/29/2023 10:49:54,tahun 2021,Laki-Laki,26-30 tahun,Fans near,Bekerja,Iya,Twitter,"Kejenuhan saat pandemi covid, lagu JKT48 membuat semangat ditengah kesedian",Rp 500.000 - 1.000.000,"Theater, Streaming Theater, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air",Festival musik yang mengundang JKT48,-,,,,,,,,,,,,,,,
12/29/2023 10:50:19,tahun 2023,Laki-Laki,20-25 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,meme freya :(,< Rp 500.000,"Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Meme Freya,Tidak ada,,,,,,,,,,,,,,,
12/29/2023 10:50:25,tahun 2021,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Tidak,Lainnya,Tak tau,< Rp 500.000,Tiket event off-air atau on-air,Lainnya,,,,,,,,,,,,,,,,
12/29/2023 10:50:45,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Twitter,"awal saya tertarik masuk ke fandom ini, adalah karena meme freya yang beredar luas di internet. dan juga konten potongan video theater. semenjak itu, saya jadi mulai mengikuti jkt48. dan setelah beberapa lama, ternyata beberapa lagu lagu dari jkt sesuai dengan selera musik saya. ",< Rp 500.000,Streaming Theater,Meme Freya,"menurut saya, robby s putra dan mindamrandom. mungkin windah basudara juga",,,,,,,,,,,,,,,
12/29/2023 10:50:56,tahun 2022,Laki-Laki,20-25 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,suka sama lagunya dan kecantikan member,< Rp 500.000,"Streaming Theater, 2-Shot",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 10:51:30,tahun 2021,Laki-Laki,20-25 tahun,Fans near,Bekerja,Iya,Twitter,Karena semakin menjadi idol grup sesungguhnya ,Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, Birthday T-shirt, Tiket event off-air atau on-air",JKT48 Tour 2022 & 2023,-,,,,,,,,,,,,,,,
12/29/2023 10:52:01,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Tiktok,Kembali tertarik karena ZEE,< Rp 500.000,"Streaming Theater, Birthday T-shirt",Zee x Erigo New York,,,,,,,,,,,,,,,,
12/29/2023 10:52:09,tahun 2021,Laki-Laki,26-30 tahun,Fans near,Bekerja,Iya,Twitter,"sirkel wota ku bbrp ada yg balik ngidol JKT, awalnya meet up mau nostalgia jaman dulu aja, tp ternyata seru juga",< Rp 500.000,"Theater, Streaming Theater, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 10:52:20,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Bekerja,Tidak,Twitter,shani,< Rp 500.000,Tiket event off-air atau on-air,JKT48 Tour 2022 & 2023,Rangga Pranendra,,,,,,,,,,,,,,,
12/29/2023 10:52:25,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Karena patah hati, Lalu ke event wibu pada chanting lagu jeketi, sampe rumah langsung menggali jeketi lebih dalam karna seru banget",Rp 1.000.001 - 1.500.000,"Streaming Theater, Video Call with JKT48, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Clip Theater JKT48,Gak ada,,,,,,,,,,,,,,,
12/29/2023 10:52:37,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,10th Anniversary Concert HEAVEN and Gaby Graduation Ceremony,< Rp 500.000,"Streaming Theater, 2-Shot, Meet and Greet, Birthday T-shirt",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 10:52:51,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,"Kebetulan udah bosen sama tl yg gitu gitu mulu, tiba tiba lewat konten editan membre jeketi yg cakep, awalnya kepo kepo doang eh keterusan ampe tenggelem",< Rp 500.000,"Streaming Theater, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 10:52:55,tahun 2023,Laki-Laki,26-30 tahun,Fans near,Bekerja,Iya,Tiktok,"Karena sering d bahas"" streamer. Trus melihat konten tiktok tentang freya. Sangat jarang member terkenal from zero. Merasa nostalgia, ketika membahas jkt, karena dlu merasa part of them, dan sudah pensi semenjak rena pindah ke jepang. ",< Rp 500.000,"Streaming Theater, Merchandise Lainnya",Streamer,"Deankt, ",,,,,,,,,,,,,,,
12/29/2023 10:53:43,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,supaya keluar dari komunitas toxic,< Rp 500.000,"Meet and Greet, Birthday T-shirt",Konten Tiktok Terkait JKT48,kagak ada,,,,,,,,,,,,,,,
12/29/2023 10:54:55,tahun 2021,Laki-Laki,26-30 tahun,Fans far,Bekerja,Iya,Twitter,"Nostalgia yang kembali muncul, pengaruh pertemanan, dan kebutuhan hiburan",< Rp 500.000,"Streaming Theater, 2-Shot, Meet and Greet, Tiket Konser, Tiket event off-air atau on-air",Twitter terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 10:55:01,tahun 2023,Laki-Laki,di atas 30 tahun,Fans far,Bekerja,Tidak,Instagram,Melihat short di Youtube yang menampilkan klip gita saat jiko di teater,< Rp 500.000,Merchandise Lainnya,Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 10:55:43,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Lupa,< Rp 500.000,"Streaming Theater, Merchandise Lainnya",Lainnya,,,,,,,,,,,,,,,,
12/29/2023 10:55:56,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Twitter,"Penasaran untuk ngulik kembali jkt48, karena ada salah satu member yang menurut saya karakternya menarik",Rp 500.000 - 1.000.000,"Streaming Theater, Birthday T-shirt, Merchandise Lainnya",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 10:56:24,tahun 2021,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Tidak adanya sistem team yang meminimalisir persaingan antar team dan ratanya showtime serta promosi tiap member,Rp 1.000.001 - 1.500.000,"Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 10:56:27,tahun 2021,Laki-Laki,20-25 tahun,Fans near,Bekerja,Iya,Twitter,VT tentang celetuk di teater pas Gita mau perkenalan ,Rp 1.000.001 - 1.500.000,"Theater, Video Call with JKT48, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Lainnya,,,,,,,,,,,,,,,,
12/29/2023 10:57:26,tahun 2023,,26-30 tahun,Fans far,Bekerja,Iya,Twitter,Rilisnya MV Ponytail + Summerfest + Vidio pantun theater,< Rp 500.000,"Theater, Streaming Theater, Birthday T-shirt, Merchandise Lainnya",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 10:58:37,tahun 2022,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,Munculnya video ci jesslyn yang dikasih pantun waktu theater di fyp tiktok,< Rp 500.000,"Streaming Theater, Video Call with JKT48, Meet and Greet, Birthday T-shirt",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 10:59:14,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Twitter,Karna saat itu lagi down dan ketemu deh JKT48 ,< Rp 500.000,Tiket event off-air atau on-air,JKT48 Tour 2022 & 2023,,,,,,,,,,,,,,,,
12/29/2023 10:59:20,tahun 2022,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Instagram,Tertarik dengan konsep new era (tanpa team),< Rp 500.000,"Meet and Greet, Merchandise Lainnya",Konten Tiktok Terkait JKT48,Alfachri,,,,,,,,,,,,,,,
12/29/2023 10:59:33,tahun 2021,Perempuan,20-25 tahun,Fans far,Bekerja,Iya,Twitter,"karna potongan video sr Zee dan jokes oniel lewat di TikTok. kok lucuuu, dan akhirnya kepo sama mereka berdua. eh jadi ngikutin JKT48 sampai sekarang.",Rp 1.500.001 - 2.000.000,"Streaming Theater, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 10:59:44,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Karena boomingnya meme Freya,< Rp 500.000,Streaming Theater,Meme Freya,,,,,,,,,,,,,,,,
12/29/2023 11:00:17,tahun 2023,Laki-Laki,26-30 tahun,Fans far,Bekerja,Iya,Twitter,"Tentu lagu nya yg sangat cocok di usia saya yang mau kepala 3 ini 
Ingatan memori itu msih di simpan di jkt48 ",Rp 500.000 - 1.000.000,"Streaming Theater, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Festival musik yang mengundang JKT48,,,,,,,,,,,,,,,,
12/29/2023 11:00:33,tahun 2022,Laki-Laki,20-25 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Untuk mengisi kekosongan,< Rp 500.000,"2-Shot, Meet and Greet, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",JKT48 Tour 2022 & 2023,,,,,,,,,,,,,,,,
12/29/2023 11:00:37,tahun 2022,Perempuan,20-25 tahun,Fans far,Bekerja,Iya,Twitter,Karena membutuhkan hiburan penghilang penat,< Rp 500.000,"Streaming Theater, Birthday T-shirt, Tiket event off-air atau on-air, Merchandise Lainnya",Konten Clip Theater JKT48,,,,,,,,,,,,,,,,
12/29/2023 11:00:53,tahun 2023,Laki-Laki,15-20 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,"karena emang dari dulu suka banget sama yang namanya ngidol, bahkan dari kpop sama jpop,  jadi sekarang ngikutin jkt48 deh",< Rp 500.000,Tiket event off-air atau on-air,Twitter terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 11:01:24,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Tiktok,"Awalnya pada juni lewat video di fyp tiktok,vid nya yaitu salah satu streamer selalu live bareng dengan salah satu ex member,tapi entah algoritma tiktok atau gmn,fyp saya malah muncul vid tentang jkt48,dan pada akhirnya pada 2 juli muncul vid tentang Shani mengumumkan graduation,pada saat itu juga saya mulai kepo apa itu jkt48?saya mulai mendalami apa yang ada didalam jkt48 itu,saya mendengarkan lagu lagunya yang ternyata banyak yang relate dan bagus,kemudian saya mulai ingin mengetahui member"" jkt48 dan akhirnya saya kepincut sama marsha gara"" vid summer Fest Krn ni orang bisa putih banget saya juga bingung jadi saya mulai kepo tentang marsha 😅,setelah mendalamj lagi ternyata didalam jkt48 ada yang namanya chant,pada awalnya saya pikir""ni orang ngapain sih teriak gajelas""ternyata saya coba chant trsbt lumayan asik juga,yaaa begitu lah cerita saya yang pertama kalinya masuk kedalam dunia idolling saya juga ga nyangka bisa masuk kedalam dunia idolling Krn bisa dibilang saya adalah orang yang anti dengan dunia idolling,begitulah cerita saya moga mau dibaca dan saya ngidol lebih ke Twitter drpd tiktok kalo sekarang✌🏻.",Rp 500.000 - 1.000.000,"Birthday T-shirt, Merchandise Lainnya",Konten Tiktok Terkait JKT48,"Saya bukan penonton nya tapi video mas Dean sering lewat fyp saya,karena dia live bareng sama Anin dan saya mulai kepo sama Anin tiba"" algoritma tiktok saya jadi jkt48,tapi saya aga gmn sama streamer trsbt karena masalah ini (udh gapernah nonton lagi)",,,,,,,,,,,,,,,
12/29/2023 11:01:38,tahun 2022,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Tertarik dengan beberapa member dan lagunya ,< Rp 500.000,"Streaming Theater, Tiket event off-air atau on-air",Twitter terkait JKT48,-,,,,,,,,,,,,,,,
12/29/2023 11:01:49,tahun 2022,Laki-Laki,20-25 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,"Suka lagu-lagunya Laleilmanino (Serenata+CHRISYE), ngulik-ngulik, eh ketemu Rapsodi. Dah deh kecebur",< Rp 500.000,"Theater, Streaming Theater, Video Call with JKT48, Tiket event off-air atau on-air, Merchandise Lainnya",Lainnya,-,,,,,,,,,,,,,,,
12/29/2023 11:02:05,tahun 2023,Laki-Laki,20-25 tahun,Fans far,Bekerja,Iya,Tiktok,"Efek nonton clip teater di fyo tiktok , dan itu seru banget dan lucu",< Rp 500.000,Streaming Theater,Konten Clip Theater JKT48,Deankt ( Aldean tegar ),,,,,,,,,,,,,,,
12/29/2023 11:02:34,tahun 2022,Laki-Laki,20-25 tahun,Fans near,Bekerja,Iya,Twitter,Alasannya cukup simpel pasca di tinggal graduation ayana sempat libur dulu jeketian sampai balik lagi pas JKT48 gen 1 forever idol di theater terus kepo lagi sama membernya dan bertemulah dengan sang diva jeketi sisca eh malah di tinggal graduation juga tapi sekarang gatau kenapa susah buat gak ngikutin jeketi lagi apalagi sudah terjebak di pesonanya kak gita ,Rp 500.000 - 1.000.000,"Theater, Streaming Theater, Video Call with JKT48, 2-Shot, Meet and Greet, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air, Merchandise Lainnya",Zee x Erigo New York,bukan streamer,,,,,,,,,,,,,,,
12/29/2023 11:02:39,tahun 2023,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,karena tertarik dengan kebersamaan jkt48 dan sangat memotivasi,< Rp 500.000,"Streaming Theater, Birthday T-shirt",Konten Tiktok Terkait JKT48,-,,,,,,,,,,,,,,,
12/29/2023 11:03:13,tahun 2023,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,"Jkt48 kembali membangkitkan semangat aku setelah aku di tinggal banyak orang yg deket aku,intinya mereka berhasil menyelamatkan mental health aku",< Rp 500.000,"Streaming Theater, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air",Konten Tiktok Terkait JKT48,,,,,,,,,,,,,,,,
12/29/2023 11:03:29,tahun 2023,Perempuan,15-20 tahun,Fans far,Pelajar/Mahasiswa,Tidak,Lainnya,DELSHEL dong,< Rp 500.000,Birthday T-shirt,Konten Tiktok Terkait JKT48,Emmm gada alasan si,,,,,,,,,,,,,,,
12/29/2023 11:03:33,tahun 2023,Laki-Laki,15-20 tahun,Fans far,Pelajar/Mahasiswa,Iya,Twitter,Karna banyaknya konten di media social tentang JKT48 yang membuat saya tertarik untuk mulai mengikuti JKT48.,Rp 500.000 - 1.000.000,"Streaming Theater, Video Call with JKT48, Birthday T-shirt, Tiket Konser, Tiket event off-air atau on-air",Konten Clip Theater JKT48,"TGPURNAMA, karna dia dan teman-temannya sudah mengikuti JKT48 dari lama dan mereka sering menceritakan pengalaman mereka yang membuat saya juga menjadi ikut tertarik.",,,,,,,,,,,,,,,
12/29/2023 11:03:45,tahun 2022,Laki-Laki,10-15 tahun,Fans near,Pelajar/Mahasiswa,Iya,Twitter,Mungkin dikarenakan nya member yang memiliki keunikan masing-masing yang membuat para fans menjadi tertarik,< Rp 500.000,"Meet and Greet, Birthday T-shirt, Merchandise Lainnya",Konten Clip Theater JKT48,"Mungkin bang windah ya, soalnya dia dapat mengundang member ke dalam live dan acaranya, dan secara tidak langsung membuat para penonton stream nya menjadi tertarik kepada jkt48 itu sendiri",,,,,,,,,,,,,,,
